isin;name;field;reason;detail;euronext_link;amf_geco_search
NO0010840507;PEXIP HOLDING;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/NO0010840507-XOSL;https://geco.amf-france.org
NO0010000045;PHOTOCURE;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/NO0010000045-XOSL;https://geco.amf-france.org
NO0010466022;POLARIS MEDIA;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/NO0010466022-XOSL;https://geco.amf-france.org
NO0012535832;POLIGHT;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/NO0012535832-XOSL;https://geco.amf-france.org
SE0028799411;PPI PUBLIC PROPERTY INVEST AB (PUBL);broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/SE0028799411-XOSL;https://geco.amf-france.org
NO0010861990;PROSAFE;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/NO0010861990-XOSL;https://geco.amf-france.org
NO0010209331;PROTECTOR FORSIKRING;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/NO0010209331-XOSL;https://geco.amf-france.org
NO0003117202;REACH SUBSEA;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/NO0003117202-XOSL;https://geco.amf-france.org
NO0006001007;ROGALAND SPAREBANK;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/NO0006001007-XOSL;https://geco.amf-france.org
CY0101550917;S.D. STANDARD ETC PLC;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/CY0101550917-XOSL;https://geco.amf-france.org
NO0010572589;SAGA PURE;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/NO0010572589-XOSL;https://geco.amf-france.org
NO0010892094;SALMON EVOLUTION ASA;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/NO0010892094-XOSL;https://geco.amf-france.org
NO0010863285;SATS;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/NO0010863285-XOSL;https://geco.amf-france.org
NO0003053308;SCANA;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/NO0003053308-XOSL;https://geco.amf-france.org
NO0010715139;SCATEC ASA;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/NO0010715139-XOSL;https://geco.amf-france.org
CY0101162119;SED ENERGY HOLDINGS PLC;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/CY0101162119-XOSL;https://geco.amf-france.org
NO0010612450;SELVAAG BOLIG;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/NO0010612450-XOSL;https://geco.amf-france.org
NO0013573014;SENTIA;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/NO0013573014-XOSL;https://geco.amf-france.org
NO0006001809;SKUE SPAREBANK;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/NO0006001809-XOSL;https://geco.amf-france.org
NO0011012502;SMARTOPTICS GROUP ASA;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/NO0011012502-XOSL;https://geco.amf-france.org
NO0006000603;SOGN SPAREBANK;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/NO0006000603-XOSL;https://geco.amf-france.org
NO0010713571;SOILTECH ASA;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/NO0010713571-XOSL;https://geco.amf-france.org
NO0013135368;SOLSTAD MARITIME;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/NO0013135368-XOSL;https://geco.amf-france.org
NO0003080608;SOLSTAD OFFSHORE;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/NO0003080608-XOSL;https://geco.amf-france.org
NO0006390301;SPAREBANK 1 SMN;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/NO0006390301-XOSL;https://geco.amf-france.org
NO0012483207;SPAREBANKEN MØRE;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/NO0012483207-XOSL;https://geco.amf-france.org
NO0006000900;SPAREBANKEN VEST;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/NO0006000900-XOSL;https://geco.amf-france.org
NO0006222009;SPAREBANKEN ØST;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/NO0006222009-XOSL;https://geco.amf-france.org
NO0010691660;SPBK 1 NORDMØRE;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/NO0010691660-XOSL;https://geco.amf-france.org
NO0010751910;SPBK 1 ØSTLANDET;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/NO0010751910-XOSL;https://geco.amf-france.org
NO0010029804;SPBK1 HELGELAND;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/NO0010029804-XOSL;https://geco.amf-france.org
NO0006000801;SPBK1 NORD-NORGE;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/NO0006000801-XOSL;https://geco.amf-france.org
NO0006390400;SPBK1 RINGERIKE;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/NO0006390400-XOSL;https://geco.amf-france.org
NO0010285562;SPBK1 ØSTFOLD AKER;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/NO0010285562-XOSL;https://geco.amf-france.org
NO0010098247;STRONGPOINT;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/NO0010098247-XOSL;https://geco.amf-france.org
NO0012916131;TECHSTEP;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/NO0012916131-XOSL;https://geco.amf-france.org
NO0010951577;TEKNA HOLDING ASA;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/NO0010951577-XOSL;https://geco.amf-france.org
NO0003078800;TGS ASA;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/NO0003078800-XOSL;https://geco.amf-france.org
CY0200751713;THEON INTERNATIONAL PLC;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/CY0200751713-XAMS;https://geco.amf-france.org
NO0010597883;THOR MEDICAL ASA;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/NO0010597883-XOSL;https://geco.amf-france.org
NO0010788268;TRØNDELAG SPBK;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/NO0010788268-XOSL;https://geco.amf-france.org
NO0005806802;VEIDEKKE;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/NO0005806802-XOSL;https://geco.amf-france.org
NO0010734122;VISTIN PHARMA;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/NO0010734122-XOSL;https://geco.amf-france.org
NO0003025009;VOSS VEKSEL- OG LANDMANDSBANK;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/NO0003025009-XOSL;https://geco.amf-france.org
NO0010708068;VOW;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/NO0010708068-XOSL;https://geco.amf-france.org
NO0010609662;WEBSTEP;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/NO0010609662-XOSL;https://geco.amf-france.org
NO0010571698;WILH. WILHELMSEN HOLDING SER. A;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/NO0010571698-XOSL;https://geco.amf-france.org
NO0010708910;ZALARIS;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/NO0010708910-XOSL;https://geco.amf-france.org
NO0010713936;ZAPTEC ASA;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/NO0010713936-XOSL;https://geco.amf-france.org
NO0013524942;ZELLUNA;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/NO0013524942-XOSL;https://geco.amf-france.org
NO0010672181;AASEN SPAREBANK;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/NO0010672181-MERK;https://geco.amf-france.org
NO0013531616;ACE DIGITAL AS;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/NO0013531616-MERK;https://geco.amf-france.org
CY0108052115;ADS MARITIME HOLDING PLC;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/CY0108052115-MERK;https://geco.amf-france.org
SE0015193412;AKOBO MINERALS AB (PUB);broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/SE0015193412-MERK;https://geco.amf-france.org
NO0010829765;ANDFJORD SALMON GROUP AS;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/NO0010829765-MERK;https://geco.amf-france.org
NO0010859580;ARCTIC BIOSCIENCE AS;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/NO0010859580-MERK;https://geco.amf-france.org
NO0010917719;ARCTIC FISH HOLDING AS;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/NO0010917719-MERK;https://geco.amf-france.org
NO0012861683;AYFIE INTERNATIONAL AS;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/NO0012861683-MERK;https://geco.amf-france.org
NO0010810476;BALTIC SEA PROPERTIES;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/NO0010810476-MERK;https://geco.amf-france.org
NO0010950249;BERGEN CARBON SOLUTIONS AS;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/NO0010950249-MERK;https://geco.amf-france.org
NO0013685750;BLACK SEA PROPERTY;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/NO0013685750-MERK;https://geco.amf-france.org
NO0003087603;BYGGMA;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/NO0003087603-MERK;https://geco.amf-france.org
NO0010078850;CAMBI ASA;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/NO0010078850-MERK;https://geco.amf-france.org
NO0013483503;CODELAB CAPITAL AS;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/NO0013483503-MERK;https://geco.amf-france.org
NO0010015175;CYVIZ AS;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/NO0010015175-MERK;https://geco.amf-france.org
NO0010955917;DEEP VALUE DRILLER AS;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/NO0010955917-MERK;https://geco.amf-france.org
NO0010963275;DESERT CONTROL AS;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/NO0010963275-MERK;https://geco.amf-france.org
NO0013711739;DOLPHIN DRILLING AS;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/NO0013711739-MERK;https://geco.amf-france.org
NO0010911902;ELEKTROIMPORTØREN AS;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/NO0010911902-MERK;https://geco.amf-france.org
NO0013698431;ENERGEIA AS;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/NO0013698431-MERK;https://geco.amf-france.org
NO0010852213;EXACT THERAPEUTICS;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/NO0010852213-MERK;https://geco.amf-france.org
NO0013209858;FLEKKEFJORD SPAREB;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/NO0013209858-MERK;https://geco.amf-france.org
NO0011013765;GIGANTE SALMON AS;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/NO0011013765-MERK;https://geco.amf-france.org
MT0003060101;GOLD ROAD INTERNATIONAL P.L.C;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/MT0003060101-MERK;https://geco.amf-france.org
NO0013228585;GOLDEN ENERGY OFFSHORE SERVICES ASA;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/NO0013228585-MERK;https://geco.amf-france.org
NO0010907744;GREEN MINERALS AS;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/NO0010907744-MERK;https://geco.amf-france.org
NO0010636491;GRONG SPAREBANK;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/NO0010636491-MERK;https://geco.amf-france.org
NO0010931918;HAV GROUP ASA;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/NO0010931918-MERK;https://geco.amf-france.org
NO0013696799;HAVILA KYSTRUTEN AS;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/NO0013696799-MERK;https://geco.amf-france.org
NO0010859648;HUDDLESTOCK FINTECH;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/NO0010859648-MERK;https://geco.amf-france.org
NO0013470534;HUDDLY AS;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/NO0013470534-MERK;https://geco.amf-france.org
NO0010920945;HYNION AS;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/NO0010920945-MERK;https://geco.amf-france.org
NO0010724701;ICELANDIC SALMON;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/NO0010724701-MERK;https://geco.amf-france.org
NO0010536048;INDUCT;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/NO0010536048-MERK;https://geco.amf-france.org
SE0017486103;INIFY LABORATORIES AB;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/SE0017486103-MERK;https://geco.amf-france.org
NO0010864036;ININ GROUP AS;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/NO0010864036-MERK;https://geco.amf-france.org
NO0010762792;INSTABANK;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/NO0010762792-MERK;https://geco.amf-france.org
NO0013461350;INTEGRATED WIND SOLUTIONS ASA;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/NO0013461350-XOSL;https://geco.amf-france.org
NO0012477704;JACKTEL AS;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/NO0012477704-MERK;https://geco.amf-france.org
NO0010884794;KALDVIK AS;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/NO0010884794-MERK;https://geco.amf-france.org
NO0010815103;KRAFT BANK ASA;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/NO0010815103-MERK;https://geco.amf-france.org
NO0010921299;LOKOTECH GROUP AS;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/NO0010921299-MERK;https://geco.amf-france.org
NO0010927288;LUMI EDUCATION GROUP AS;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/NO0010927288-MERK;https://geco.amf-france.org
NO0010405780;LYTIX BIOPHARMA ASA;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/NO0010405780-MERK;https://geco.amf-france.org
NO0010976343;M VEST WATER AS;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/NO0010976343-MERK;https://geco.amf-france.org
NO0010974983;MÅSØVAL AS;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/NO0010974983-MERK;https://geco.amf-france.org
GRS802003004;NEUROSOFT;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/GRS802003004-EXGM;https://geco.amf-france.org
NO0010733082;NIDAROS SPAREBANK;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/NO0010733082-MERK;https://geco.amf-france.org
NO0010360019;NORAM DRILLING AS;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/NO0010360019-MERK;https://geco.amf-france.org
NO0010892912;NORCOD;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/NO0010892912-MERK;https://geco.amf-france.org
NO0011002651;NORDHEALTH AS A-AKSJER;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/NO0011002651-MERK;https://geco.amf-france.org
NO0012928805;NORDIC AQUA PARTNERS AS;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/NO0012928805-MERK;https://geco.amf-france.org
NO0003058109;NORDIC HALIBUT AS;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/NO0003058109-MERK;https://geco.amf-france.org
NO0011018434;NORDIC TECHNOLOGY GROUP AS;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/NO0011018434-MERK;https://geco.amf-france.org
NO0010969108;NORSK TITANIUM AS;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/NO0010969108-MERK;https://geco.amf-france.org
NO0010984966;NORWEGIAN BLOCK EXCHANGE AS;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/NO0010984966-MERK;https://geco.amf-france.org
NO0010917339;NOS NOVA AS;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/NO0010917339-MERK;https://geco.amf-france.org
NO0010914641;OCEAN GEOLOOP AS;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/NO0010914641-MERK;https://geco.amf-france.org
NO0010887565;OCEAN SUN;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/NO0010887565-MERK;https://geco.amf-france.org
NO0010894512;OMDA AS;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/NO0010894512-MERK;https://geco.amf-france.org
CY0201461213;PELICAN AQUA HOLDING PLC;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/CY0201461213-MERK;https://geco.amf-france.org
NO0013756361;POLAR RESOURCES AS;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/NO0013756361-MERK;https://geco.amf-france.org
NO0010893902;PROXIMAR SEAFOOD AS;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/NO0010893902-MERK;https://geco.amf-france.org
MT0001710103;RIVER TECH;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/MT0001710103-MERK;https://geco.amf-france.org
NO0010808405;ROMERIKE SPAREBK;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/NO0010808405-MERK;https://geco.amf-france.org
NO0010759988;ROMSDAL SPAREBANK;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/NO0010759988-MERK;https://geco.amf-france.org
NO0010931207;SKANDIA GREENPOWER AS;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/NO0010931207-MERK;https://geco.amf-france.org
NO0010811961;SOFTOX SOLUTIONS;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/NO0010811961-MERK;https://geco.amf-france.org
NO0010887110;SPARBNK 68 GR NORD;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/NO0010887110-MERK;https://geco.amf-france.org
NO0012780958;STAINLESS TANKERS ASA;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/NO0012780958-MERK;https://geco.amf-france.org
GRS528003007;THE AZUR SELECTION S.A.;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/GRS528003007-XMLI;https://geco.amf-france.org
NO0010768096;WESTERN BULK CHARTERING AS;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/NO0010768096-MERK;https://geco.amf-france.org
NO0010895782;XPLORA TECHNOLOGIES;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/NO0010895782-MERK;https://geco.amf-france.org
IT0000784196;BCA POP SONDRDIO;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/IT0000784196-XMIL;https://geco.amf-france.org
IT0003497168;TELECOM ITALIA;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/IT0003497168-XMIL;https://geco.amf-france.org
FR0000053837;ALTAMIR;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/FR0000053837-XPAR;https://geco.amf-france.org
FR0000063935;BONDUELLE;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/FR0000063935-XPAR;https://geco.amf-france.org
BE0974496284;OPTION;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/BE0974496284-XBRU;https://geco.amf-france.org
IT0005380602;SIPARIO MOVIES;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/IT0005380602-ALXP;https://geco.amf-france.org
FR0012709160;UNITI;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/FR0012709160-ALXP;https://geco.amf-france.org
GB00BNKGZC51;AMA CORPORATION PLC;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/GB00BNKGZC51-ALXP;https://geco.amf-france.org
GB00BMDXQ672;HAMILTON GLOBAL OPPORTUNITIES PLC;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/GB00BMDXQ672-ALXP;https://geco.amf-france.org
