isin;ticker;first_observed_date;source_run;initial_status
NO0013022787;SMOP.OL;2023-10-20;32379163874;START_AFTER_ANCHOR_UNRESOLVED
IT0005564305;NXT.MI;2023-10-25;32379163874;START_AFTER_ANCHOR_UNRESOLVED
IT0005569890;GMV.MI;2023-10-31;32379163874;START_AFTER_ANCHOR_UNRESOLVED
FR001400L4D2;ALCRB.PA;2023-11-06;32379163874;START_AFTER_ANCHOR_UNRESOLVED
IT0005570936;NVP.MI;2023-11-06;32379163874;START_AFTER_ANCHOR_UNRESOLVED
NO0013069637;VISTIN.OL;2023-11-10;32379163874;START_AFTER_ANCHOR_UNRESOLVED
NO0013067902;CLOUD.OL;2023-11-14;32379163874;START_AFTER_ANCHOR_UNRESOLVED
FR001400KTT6;ALDS.PA;2023-11-20;32379163874;START_AFTER_ANCHOR_UNRESOLVED
NO0013107490;AKOBO.OL;2023-11-20;32379163874;START_AFTER_ANCHOR_UNRESOLVED
NO0013089608;HYN.OL;2023-11-22;32379163874;START_AFTER_ANCHOR_UNRESOLVED
IT0005573769;FPE.MI;2023-11-23;32379163874;START_AFTER_ANCHOR_UNRESOLVED
IT0005575199;MCA.MI;2023-11-27;32379163874;START_AFTER_ANCHOR_UNRESOLVED
IT0005579625;LABO.MI;2023-12-01;32379163874;START_AFTER_ANCHOR_UNRESOLVED
IT0005579997;CSH.MI;2023-12-05;32379163874;START_AFTER_ANCHOR_UNRESOLVED
NO0013097504;SAT.OL;2023-12-06;32379163874;START_AFTER_ANCHOR_UNRESOLVED
NO0013105202;OMDA.OL;2023-12-07;32379163874;START_AFTER_ANCHOR_UNRESOLVED
IT0005580474;RFL.MI;2023-12-12;32379163874;START_AFTER_ANCHOR_UNRESOLVED
IT0005581373;XPC.MI;2023-12-14;32379163874;START_AFTER_ANCHOR_UNRESOLVED
IT0005588625;GROW.MI;2024-01-12;32379163874;START_AFTER_ANCHOR_UNRESOLVED
NO0013164302;KID.OL;2024-01-12;32379163874;START_AFTER_ANCHOR_UNRESOLVED
IT0005589243;XPC2.MI;2024-01-15;32379163874;START_AFTER_ANCHOR_UNRESOLVED
NO0013186460;ENSU.OL;2024-01-25;32379163874;START_AFTER_ANCHOR_UNRESOLVED
FR001400LZK1;ALTRI.PA;2024-01-30;32379163874;START_AFTER_ANCHOR_UNRESOLVED
IT0005587167;RFL2.MI;2024-02-02;32379163874;START_AFTER_ANCHOR_UNRESOLVED
IT0005590761;FPE2.MI;2024-02-08;32379163874;START_AFTER_ANCHOR_UNRESOLVED
NO0013206929;NORAM.OL;2024-02-08;32379163874;START_AFTER_ANCHOR_UNRESOLVED
IT0005592387;ECMB2.MI;2024-02-12;32379163874;START_AFTER_ANCHOR_UNRESOLVED
IT0005593864;MCA2.MI;2024-02-19;32379163874;START_AFTER_ANCHOR_UNRESOLVED
FR001400M8A3;ALMKT.PA;2024-02-21;32379163874;START_AFTER_ANCHOR_UNRESOLVED
NO0013211531;MPCES.OL;2024-02-22;32379163874;START_AFTER_ANCHOR_UNRESOLVED
IT0005595349;MATE.MI;2024-02-23;32379163874;START_AFTER_ANCHOR_UNRESOLVED
IT0005595851;BWE.MI;2024-02-26;32379163874;START_AFTER_ANCHOR_UNRESOLVED
NO0013219535;OCEAN.OL;2024-02-27;32379163874;START_AFTER_ANCHOR_UNRESOLVED
IT0005596941;CLAB.MI;2024-03-01;32379163874;START_AFTER_ANCHOR_UNRESOLVED
IT0005597345;GROW2.MI;2024-03-04;32379163874;START_AFTER_ANCHOR_UNRESOLVED
NO0013226324;VARN.OL;2024-03-06;32379163874;START_AFTER_ANCHOR_UNRESOLVED
FR001400NDM3;ALBPK.PA;2024-03-12;32379163874;START_AFTER_ANCHOR_UNRESOLVED
IT0005599812;SBE.MI;2024-03-15;32379163874;START_AFTER_ANCHOR_UNRESOLVED
NO0013243779;HBC.OL;2024-03-19;32379163874;START_AFTER_ANCHOR_UNRESOLVED
NO0013245485;BOUV.OL;2024-03-22;32379163874;START_AFTER_ANCHOR_UNRESOLVED
IT0005601295;AAT2.MI;2024-03-26;32379163874;START_AFTER_ANCHOR_UNRESOLVED
IT0005602459;DEX2.MI;2024-04-03;32379163874;START_AFTER_ANCHOR_UNRESOLVED
NO0013278767;LIFE.OL;2024-04-08;32379163874;START_AFTER_ANCHOR_UNRESOLVED
IT0005603580;TPRO.MI;2024-04-10;32379163874;START_AFTER_ANCHOR_UNRESOLVED
IT0005604547;GAMB2.MI;2024-04-12;32379163874;START_AFTER_ANCHOR_UNRESOLVED
NO0013286380;AQN.OL;2024-04-17;32379163874;START_AFTER_ANCHOR_UNRESOLVED
IT0005605973;RWT.MI;2024-04-18;32379163874;START_AFTER_ANCHOR_UNRESOLVED
IT0005607250;SOL2.MI;2024-04-23;32379163874;START_AFTER_ANCHOR_UNRESOLVED
FR001400O2N7;ALVGO.PA;2024-04-25;32379163874;START_AFTER_ANCHOR_UNRESOLVED
IT0005608100;MON2.MI;2024-04-26;32379163874;START_AFTER_ANCHOR_UNRESOLVED
NO0013302863;AEGA.OL;2024-04-29;32379163874;START_AFTER_ANCHOR_UNRESOLVED
IT0005609587;CSH2.MI;2024-05-06;32379163874;START_AFTER_ANCHOR_UNRESOLVED
NO0013327825;HHH.OL;2024-05-10;32379163874;START_AFTER_ANCHOR_UNRESOLVED
IT0005610304;MILL.MI;2024-05-13;32379163874;START_AFTER_ANCHOR_UNRESOLVED
IT0005611740;FOS2.MI;2024-05-17;32379163874;START_AFTER_ANCHOR_UNRESOLVED
IT0005611740;FOS2.MI;2024-05-17;32379163874;START_AFTER_ANCHOR_UNRESOLVED
NO0013341214;HUNT.OL;2024-05-22;32379163874;START_AFTER_ANCHOR_UNRESOLVED
IT0005615097;EYE2.MI;2024-05-24;32379163874;START_AFTER_ANCHOR_UNRESOLVED
IT0005615097;EYE2.MI;2024-05-24;32379163874;START_AFTER_ANCHOR_UNRESOLVED
FR001400P1Q5;ALRIB.PA;2024-05-27;32379163874;START_AFTER_ANCHOR_UNRESOLVED
IT0005616772;BELL2.MI;2024-05-29;32379163874;START_AFTER_ANCHOR_UNRESOLVED
NO0013355826;PROXI.OL;2024-05-31;32379163874;START_AFTER_ANCHOR_UNRESOLVED
IT0005618901;VLT2.MI;2024-06-03;32379163874;START_AFTER_ANCHOR_UNRESOLVED
IT0005619701;MATE2.MI;2024-06-05;32379163874;START_AFTER_ANCHOR_UNRESOLVED
FR001400Q3L4;ALBIO.PA;2024-06-07;32379163874;START_AFTER_ANCHOR_UNRESOLVED
IT0005620899;HEALTH2.MI;2024-06-10;32379163874;START_AFTER_ANCHOR_UNRESOLVED
NO0013373936;MELG.OL;2024-06-12;32379163874;START_AFTER_ANCHOR_UNRESOLVED
IT0005623075;FRES2.MI;2024-06-14;32379163874;START_AFTER_ANCHOR_UNRESOLVED
IT0005624461;GATE2.MI;2024-06-17;32379163874;START_AFTER_ANCHOR_UNRESOLVED
IT0005624461;GATE2.MI;2024-06-17;32379163874;START_AFTER_ANCHOR_UNRESOLVED
NO0013398438;MELG2.OL;2024-06-18;32379163874;START_AFTER_ANCHOR_UNRESOLVED
IT0005625823;LABO2.MI;2024-06-21;32379163874;START_AFTER_ANCHOR_UNRESOLVED
IT0005627480;MILL2.MI;2024-06-24;32379163874;START_AFTER_ANCHOR_UNRESOLVED
FR001400R5A1;ALSGD.PA;2024-06-26;32379163874;START_AFTER_ANCHOR_UNRESOLVED
IT0005628538;CROW2.MI;2024-06-27;32379163874;START_AFTER_ANCHOR_UNRESOLVED
IT0005630419;IMD3.MI;2024-07-01;32379163874;START_AFTER_ANCHOR_UNRESOLVED
NO0013406587;NOM.OL;2024-07-03;32379163874;START_AFTER_ANCHOR_UNRESOLVED
FR001400S5G2;ALDR.PA;2024-07-05;32379163874;START_AFTER_ANCHOR_UNRESOLVED
IT0005632514;MOC2.MI;2024-07-08;32379163874;START_AFTER_ANCHOR_UNRESOLVED
IT0005634866;TPRO2.MI;2024-07-12;32379163874;START_AFTER_ANCHOR_UNRESOLVED
NO0013422048;HARP.OL;2024-07-15;32379163874;START_AFTER_ANCHOR_UNRESOLVED
IT0005636713;RWT2.MI;2024-07-18;32379163874;START_AFTER_ANCHOR_UNRESOLVED
IT0005638222;MILL3.MI;2024-07-22;32379163874;START_AFTER_ANCHOR_UNRESOLVED
FR001400T0N1;ALPHY.PA;2024-07-25;32379163874;START_AFTER_ANCHOR_UNRESOLVED
NO0013432815;KCC.OL;2024-07-26;32379163874;START_AFTER_ANCHOR_UNRESOLVED
IT0005640624;GAMB3.MI;2024-07-29;32379163874;START_AFTER_ANCHOR_UNRESOLVED
IT0005641853;GEB2.MI;2024-07-31;32379163874;START_AFTER_ANCHOR_UNRESOLVED
FR001400T6J9;ALTAI.PA;2024-08-02;32379163874;START_AFTER_ANCHOR_UNRESOLVED
IT0005644808;SOL3.MI;2024-08-05;32379163874;START_AFTER_ANCHOR_UNRESOLVED
NO0013449553;HSPG.OL;2024-08-07;32379163874;START_AFTER_ANCHOR_UNRESOLVED
IT0005646415;MATE3.MI;2024-08-09;32379163874;START_AFTER_ANCHOR_UNRESOLVED
FR001400U1B2;ALDMS.PA;2024-08-12;32379163874;START_AFTER_ANCHOR_UNRESOLVED
IT0005648379;CUBE2.MI;2024-08-14;32379163874;START_AFTER_ANCHOR_UNRESOLVED
NO0013456665;SPIR.OL;2024-08-16;32379163874;START_AFTER_ANCHOR_UNRESOLVED
FR001400U6N8;ALMLB.PA;2024-08-19;32379163874;START_AFTER_ANCHOR_UNRESOLVED
IT0005651308;BELL3.MI;2024-08-21;32379163874;START_AFTER_ANCHOR_UNRESOLVED
FR001400V2S3;ALWOO.PA;2024-08-23;32379163874;START_AFTER_ANCHOR_UNRESOLVED
NO0013467761;NISB.OL;2024-08-26;32379163874;START_AFTER_ANCHOR_UNRESOLVED
IT0005654013;FOS3.MI;2024-08-28;32379163874;START_AFTER_ANCHOR_UNRESOLVED
FR001400V9Q5;ALDEV.PA;2024-08-30;32379163874;START_AFTER_ANCHOR_UNRESOLVED
