isin;name;asset_class;pea_type;pea_confidence;provider;country_domicile;region_domicile;category;morningstar_category;geo_exposure;style_factor;distribution_policy;replication_hint;dividend_yield_pct;dividend_data_status;morningstar_rating;perf_1y_pct;perf_3y_pct;perf_5y_pct;rank_cat_1y;rank_cat_3y;rank_cat_5y;perf_data_status;perf_as_of;source;as_of_date;eligible_pea_note;data_enrichment_note;enrichment_as_of;ticker_euronext;ticker_yahoo;mic;currency;mapping_status;ter_pct;aum_m;holdings;volatility_1y_pct;max_drawdown_1y_pct;source_name;source_url;evidence_note;mapping_as_of;original_isin;isin_checksum_before;isin_correction_status;isin_validation_source;isin_validation_as_of;official_benchmark;distribution_frequency;fund_total_assets_eur_m;risk_indicator;tracking_error_1y_pct;tracking_error_3y_pct;tracking_error_5y_pct;official_exchange;isin_checksum_after;ticker_validation_as_of;ticker_validation_wave;ticker_primary;primary_exchange;primary_mic;trading_currency;ticker_identity_status;ticker_confidence_pct;ticker_source_url_final;ticker_source_type;ticker_validated_as_of;ticker_yahoo_final;ticker_yahoo_status;referential_status;referential_actualised_as_of;yahoo_ticker;euronext_symbol;euronext_mic;mm20;mm50;mm100;mm200;rsi14;macd;macd_signal;macd_hist;atr14;bb_mid;bb_upper;bb_lower;rvol20;volatility_20d;volatility_60d;max_drawdown_1y;perf_1m_pct;perf_3m_pct;perf_6m_pct;positive_reversal_flag;last_close;volume;relative_strength
FR0007054358;Amundi Euro Stoxx 50 II UCITS ETF Acc;ETF;PEA_LISTED_LMF;HIGH_LISTED_LESMEILLEURSFONDS;Amundi;France;Europe;Actions Zone Euro Grandes Cap.;Actions Zone Euro Grandes Cap.;Eurozone;Blend_or_Broad;ACC;PHYSICAL_FULL;0.0;OK;4;23.967902221335823;66.0212634260482;77.97240438336412;;;;CATEGORY_ONLY_FROM_LMF_PERF_MISSING;2025-01-30;lesmeilleursfonds_screenshots_oct2025;2026-07-31;"Listed on lesmeilleursfonds PEA ETF universe (data Oct 2025; confirm eligibility with broker)";Enriched replication 100% from justetf.com/amundietf.fr + perfs Boursorama/JustETF/BorsaItaliana/Investing.com (free) + obligations identified (no perf);2026-07-31;MSE;MSE.MI;XMIL;EUR;VERIFIED_MILAN_YAHOO_CANDIDATE;;4630;;;;Boursorama;https://www.boursorama.com/bourse/trackers/cours/1gMSE/;Milan ticker MSE confirmed. MSE.MI is the Yahoo-format candidate and requires live validation.;2026-08-06;FR0007054358;VALID;UNCHANGED_VALID;ISO 6166 checksum;2026-08-06;;;;;;;;;VALID;2026-08-06;WAVE_01;MSE;Euronext Paris;XPAR;EUR;FINAL_VALIDATED;100;https://www.boursorama.com/bourse/trackers/cours/1rTMSE/;OFFICIAL_OR_MARKET_PAGE;2026-08-06;MSE.PA;DERIVED_FORMAT_REQUIRES_LIVE_TEST;IDENTITY_FINAL_VALIDATED;2026-08-06;MSE.PA;MSE;XPAR;72.06199951171875;71.20880004882812;68.47659996032715;66.72360113143921;73.03371508906682;0.7824091160788385;0.54338509132008;0.2390240247587585;0.7985714503696987;72.06199951171875;74.34156110871535;69.78243791472215;0.016812631679121937;12.386168940122296;14.157780021070362;-10.843727157026494;3.937776814124816;11.870278665060852;9.800140367299704;False;74.16999816894531;1272.0;1.121
LU1829219390;Amundi Euro Stoxx Banks ETF Acc;ETF;PEA_LISTED_LMF;HIGH_LISTED_LESMEILLEURSFONDS;Amundi;Luxembourg;Europe;Actions Secteur Finance;Actions Secteur Finance;Eurozone;Blend_or_Broad;ACC;SYNTHETIC;0.0;OK;4;43.4281867304225;238.4808918406716;331.6600518844555;;;;CATEGORY_ONLY_FROM_LMF_PERF_MISSING;;lesmeilleursfonds_screenshots_oct2025;2026-07-31;"Listed on lesmeilleursfonds PEA ETF universe (data Oct 2025; confirm eligibility with broker)";Enriched replication 100% from justetf.com/amundietf.fr + perfs Boursorama/JustETF/BorsaItaliana/Investing.com (free) + obligations identified (no perf);2026-07-31;BNKE;BNKE.MI;XMIL;EUR;VERIFIED_MILAN_YAHOO_CANDIDATE;;;;;;Boursorama;https://www.boursorama.com/bourse/trackers/cours/1gBNKE/;Milan ticker BNKE confirmed. BNKE.MI is the Yahoo-format candidate and requires live validation.;2026-08-06;LU1829219390;VALID;UNCHANGED_VALID;ISO 6166 checksum;2026-08-06;;;;;;;;;VALID;2026-08-06;WAVE_01;BNKE;Euronext Paris;XPAR;EUR;FINAL_VALIDATED;100;https://www.boursorama.com/bourse/trackers/cours/1rTBNKE/;OFFICIAL_OR_MARKET_PAGE;2026-08-06;BNKE.PA;DERIVED_FORMAT_REQUIRES_LIVE_TEST;IDENTITY_FINAL_VALIDATED;2026-08-06;BNKE.PA;BNKE;XPAR;385.7549987792969;370.8668402099609;345.32440063476565;329.04682540893555;71.87732533774746;8.90612498845411;7.426329982232771;1.4797950062213392;6.396429879324777;385.7549987792969;406.7013941280054;364.8086034305884;0.03856116404261549;20.618597914335112;21.858628044153228;-17.132240226421157;6.905232019342278;23.712787637833532;19.221115614404894;False;403.29998779296875;428.0;20.581
FR001400ZGP1;Amundi EuroStoxx 50 II ETF S-Acc;ETF;PEA_LISTED_LMF;HIGH_LISTED_LESMEILLEURSFONDS;Amundi;France;Europe;Actions Zone Euro Grandes Cap.;Actions Zone Euro Grandes Cap.;Eurozone;Blend_or_Broad;ACC;PHYSICAL_FULL;0.0;OK;;24.120110249989168;24.35;49.64;;;;CATEGORY_ONLY_FROM_LMF_PERF_MISSING;2025-01-30;lesmeilleursfonds_screenshots_oct2025;2026-07-31;"Listed on lesmeilleursfonds PEA ETF universe (data Oct 2025; confirm eligibility with broker)";Enriched replication 100% from justetf.com/amundietf.fr + perfs Boursorama/JustETF/BorsaItaliana/Investing.com (free) + obligations identified (no perf);2026-07-31;;FR001400ZGP1.PA;XPAR_CANDIDATE;EUR;CANDIDATE_NOT_VERIFIED;;;;;;;;ISIN.PA is only a technical Yahoo candidate and must not be used until verified.;2026-08-06;FR001400ZGP1;VALID;UNCHANGED_VALID;ISO 6166 checksum;2026-08-06;;;;;;;;;VALID;;;MSES;Euronext Paris;XPAR;EUR;FINAL_VALIDATED;100;https://www.boursorama.com/bourse/trackers/cours/1rTMSES/;OFFICIAL_OR_MARKET_PAGE;2026-08-06;MSES.PA;DERIVED_FORMAT_REQUIRES_LIVE_TEST;IDENTITY_FINAL_VALIDATED;2026-08-06;MSES.PA;MSES;XPAR;6.055650019645691;5.984700002670288;5.75545000076294;5.6089179849624635;71.67722951561794;0.06616979487669017;0.04539958860208364;0.02077020627460653;0.06307145527430943;6.055650019645691;6.248734930349776;5.862565108941607;0.022652029970378115;12.39566620550168;13.882379214802052;-10.798687854676947;4.102740119843906;11.923972476655553;9.913720936988813;False;6.242000102996826;429.0;1.273
FR0010010827;Amundi FTSE MIB ETF Dist;ETF;PEA_LISTED_LMF;HIGH_LISTED_LESMEILLEURSFONDS;Amundi;France;Europe;Actions Italie;Actions Italie;Italy;Blend_or_Broad;DIST;PHYSICAL_FULL;3.11;OK;;32.87363459790229;118.62139759815058;158.3713374488501;;;;CATEGORY_ONLY_FROM_LMF_PERF_MISSING;2025-01-30;lesmeilleursfonds_screenshots_oct2025;2026-07-31;"Listed on lesmeilleursfonds PEA ETF universe (data Oct 2025; confirm eligibility with broker)";Enriched replication 100% from justetf.com/amundietf.fr + perfs Boursorama/JustETF/BorsaItaliana/Investing.com (free) + obligations identified (no perf);2026-07-31;;FR0010010827.PA;XPAR_CANDIDATE;EUR;CANDIDATE_NOT_VERIFIED;;;;;;;;ISIN.PA is only a technical Yahoo candidate and must not be used until verified.;2026-08-06;FR0010010827;VALID;UNCHANGED_VALID;ISO 6166 checksum;2026-08-06;;;;;;;;;VALID;;;MIB;Euronext Paris;XPAR;EUR;FINAL_VALIDATED;100;https://www.boursorama.com/bourse/trackers/cours/1rTMIB/;OFFICIAL_OR_MARKET_PAGE;2026-08-06;MIB.PA;DERIVED_FORMAT_REQUIRES_LIVE_TEST;IDENTITY_FINAL_VALIDATED;2026-08-06;MIB.PA;MIB;XPAR;53.71300029754639;53.06380004882813;50.381750144958495;47.402474575042724;65.34350042485832;0.5048117053158947;0.3401293641638321;0.1646823411520626;0.6457138061523438;53.71300029754639;55.27958707406427;52.14641352102851;0.014407184741848832;15.42442268412722;13.940820733556588;-9.732926099414396;2.489781048283346;10.985913482206811;18.052437985552405;True;55.15999984741211;107.0;10.027
LU1681046931;Amundi IS CAC 40 ESG DR ETF-C;ETF;PEA_LISTED_LMF;HIGH_LISTED_LESMEILLEURSFONDS;Amundi;Luxembourg;Europe;Actions France Grandes Cap.;Actions France Grandes Cap.;France;ESG_Climate;ACC;PHYSICAL_FULL;0.0;OK;;12.062935391787866;31.87038531514905;49.30123735539303;;;;CATEGORY_ONLY_FROM_LMF_PERF_MISSING;2026-05-27;lesmeilleursfonds_screenshots_oct2025;2026-07-31;"Listed on lesmeilleursfonds PEA ETF universe (data Oct 2025; confirm eligibility with broker)";Enriched replication 100% from justetf.com/amundietf.fr + perfs Boursorama/JustETF/BorsaItaliana/Investing.com (free) + obligations identified (no perf);2026-07-31;C40;C40.PA;XPAR;EUR;VERIFIED_EURONEXT_PARIS;;;;;;Boursorama;https://www.boursorama.com/bourse/trackers/cours/1rTC40/;"ISIN and Euronext Paris ticker C40 confirmed; Yahoo symbol derived as C40.PA.";2026-08-06;LU1681046931;VALID;UNCHANGED_VALID;ISO 6166 checksum;2026-08-06;;;;;;;;;VALID;2026-08-06;WAVE_01;C40;Euronext Paris;XPAR;EUR;FINAL_VALIDATED;100;https://www.boursorama.com/bourse/trackers/cours/1rTC40/;OFFICIAL_OR_MARKET_PAGE;2026-08-06;C40.PA;DERIVED_FORMAT_REQUIRES_LIVE_TEST;IDENTITY_FINAL_VALIDATED;2026-08-06;C40.PA;C40;XPAR;149.37799911499025;148.24519958496094;143.5617997741699;143.30142944335938;70.96356960637056;1.4933168973362285;0.9121364607441131;0.5811804365921154;1.6828558785574776;149.37799911499025;154.26791005544158;144.48808817453892;0.018747206993144187;12.263729279939447;14.008498171807588;-12.865191302817735;4.04436338621279;10.851706075126732;5.761026562103511;False;153.83999633789062;86.0;-10.784
LU1681047079;Amundi IS CAC 40 ESG DR ETF-D;ETF;PEA_LISTED_LMF;HIGH_LISTED_LESMEILLEURSFONDS;Amundi;Luxembourg;Europe;Actions France Grandes Cap.;Actions France Grandes Cap.;France;ESG_Climate;DIST;PHYSICAL_FULL;2.77;OK;;12.00278790759941;31.769070108873755;49.256521239416415;;;;CATEGORY_ONLY_FROM_LMF_PERF_MISSING;2026-05-27;lesmeilleursfonds_screenshots_oct2025;2026-07-31;"Listed on lesmeilleursfonds PEA ETF universe (data Oct 2025; confirm eligibility with broker)";Enriched replication 100% from justetf.com/amundietf.fr + perfs Boursorama/JustETF/BorsaItaliana/Investing.com (free) + obligations identified (no perf);2026-07-31;C4D;C4D.PA;XPAR;EUR;VERIFIED_EURONEXT_PARIS_WITH_SOURCE_ANOMALY;;;;;;Boursorama;https://www.boursorama.com/bourse/trackers/cours/1rTC4D/;ISIN and ticker C4D confirmed. Boursorama underlying description appears anomalous and is quarantined.;2026-08-06;LU1681047079;VALID;UNCHANGED_VALID;ISO 6166 checksum;2026-08-06;;;;;;;;;VALID;2026-08-06;WAVE_01;C4D;Euronext Paris;XPAR;EUR;FINAL_VALIDATED;100;https://www.boursorama.com/bourse/trackers/cours/1rTC4D/;OFFICIAL_OR_MARKET_PAGE;2026-08-06;C4D.PA;DERIVED_FORMAT_REQUIRES_LIVE_TEST;IDENTITY_FINAL_VALIDATED;2026-08-06;C4D.PA;C4D;XPAR;86.59200096130371;85.91980010986327;83.18840003967286;83.03904041290284;68.30541478791748;0.870709154854552;0.5353999266942329;0.33530922816031916;0.919999258858817;86.59200096130371;89.44755226560066;83.73644965700676;0.036539306104523495;13.073021546163321;13.812805591395705;-12.898381484710153;3.966403963440146;10.914753502186514;5.604933512434407;True;89.12000274658203;104.0;-10.844
LU1681037518;Amundi IS ITALY MIB ESG ETF DR - EUR C;ETF;PEA_LISTED_LMF;HIGH_LISTED_LESMEILLEURSFONDS;Amundi;Luxembourg;Europe;Actions Italie;Actions Italie;Italy;ESG_Climate;ACC;PHYSICAL_FULL;;ACC_NO_DISTRIBUTION_EXPECTED;;33.78283059972935;117.97015704681017;150.59378765934989;;;;CATEGORY_ONLY_FROM_LMF_PERF_MISSING;2026-05-27;lesmeilleursfonds_screenshots_oct2025;2026-07-31;"Listed on lesmeilleursfonds PEA ETF universe (data Oct 2025; confirm eligibility with broker)";Enriched replication 100% from justetf.com/amundietf.fr + perfs Boursorama/JustETF/BorsaItaliana/Investing.com (free) + obligations identified (no perf);2026-07-31;;LU1681037518.PA;XPAR_CANDIDATE;EUR;CANDIDATE_NOT_VERIFIED;;;;;;;;ISIN.PA is only a technical Yahoo candidate and must not be used until verified.;2026-08-06;LU1681037518;VALID;UNCHANGED_VALID;ISO 6166 checksum;2026-08-06;;;;;;;;;VALID;;;FMI;Euronext Paris;XPAR;EUR;FINAL_VALIDATED;100;https://www.boursorama.com/bourse/trackers/cours/1rTFMI/;OFFICIAL_OR_MARKET_PAGE;2026-08-06;FMI.PA;DERIVED_FORMAT_REQUIRES_LIVE_TEST;IDENTITY_FINAL_VALIDATED;2026-08-06;FMI.PA;FMI;XPAR;129.56299858093263;128.81559951782228;121.64659957885742;114.40529972076416;62.51471414880274;0.8620004807806083;0.4273633524653363;0.434637128315272;1.7071429661342077;129.56299858093263;133.57267542503692;125.55332173682834;0.006851074762353344;17.11129791612209;16.06092552706058;-10.72560810763601;1.6360851221093986;10.87573039998071;18.738838449886373;True;132.94000244140625;8.0;10.936
LU1681043599;Amundi IS MSCI World Swap ETF EUR Acc;ETF;PEA_LISTED_LMF;HIGH_LISTED_LESMEILLEURSFONDS;Amundi;Luxembourg;Europe;Act. International Gdes Cap. Mixte;Act. International Gdes Cap. Mixte;World;Blend_or_Broad;ACC;SYNTHETIC;0.0;OK;;22.488873394274457;66.20970013502192;72.32118505495804;;;;CATEGORY_ONLY_FROM_LMF_PERF_MISSING;2025-04-16;lesmeilleursfonds_screenshots_oct2025;2026-07-31;"Listed on lesmeilleursfonds PEA ETF universe (data Oct 2025; confirm eligibility with broker)";Enriched replication 100% from justetf.com/amundietf.fr + perfs Boursorama/JustETF/BorsaItaliana/Investing.com (free) + obligations identified (no perf);2026-07-31;CW8;CW8.PA;XPAR;EUR;VERIFIED_EURONEXT_PARIS;;;;;;Boursorama;https://www.boursorama.com/bourse/trackers/cours/1rTCW8/;"ISIN and Euronext Paris ticker CW8 confirmed; Yahoo symbol derived as CW8.PA.";2026-08-06;LU1681043599;VALID;UNCHANGED_VALID;ISO 6166 checksum;2026-08-06;;;;;;;;;VALID;2026-08-06;WAVE_01;CW8;Euronext Paris;XPAR;EUR;FINAL_VALIDATED;100;https://www.boursorama.com/bourse/trackers/cours/1rTCW8/;OFFICIAL_OR_MARKET_PAGE;2026-08-06;CW8.PA;DERIVED_FORMAT_REQUIRES_LIVE_TEST;IDENTITY_FINAL_VALIDATED;2026-08-06;CW8.PA;CW8;XPAR;684.8925048828125;679.5097204589844;655.6939239501953;632.8666662597657;64.1974981082455;4.187869545058106;2.548623750218882;1.639245794839224;6.079293387276786;684.8925048828125;699.8553598789803;669.9296498866448;0.07235550042755523;10.945456266416718;10.230624065686877;-6.583863418667124;1.613469472643847;6.396667897269959;12.900889203666788;True;697.7999877929688;385.0;-0.358
LU2655993207;Amundi IS MSCI World Swap ETF EUR Dist;ETF;PEA_LISTED_LMF;HIGH_LISTED_LESMEILLEURSFONDS;Amundi;Luxembourg;Europe;Act. International Gdes Cap. Mixte;Act. International Gdes Cap. Mixte;World;Blend_or_Broad;DIST;SYNTHETIC;1.04;OK;;22.535504951079144;;;;;;CATEGORY_ONLY_FROM_LMF_PERF_MISSING;2026-05-27;lesmeilleursfonds_screenshots_oct2025;2026-07-31;"Listed on lesmeilleursfonds PEA ETF universe (data Oct 2025; confirm eligibility with broker)";Enriched replication 100% from justetf.com/amundietf.fr + perfs Boursorama/JustETF/BorsaItaliana/Investing.com (free) + obligations identified (no perf);2026-07-31;;LU2655993207.PA;XPAR_CANDIDATE;EUR;CANDIDATE_NOT_VERIFIED;;;;;;;;ISIN.PA is only a technical Yahoo candidate and must not be used until verified.;2026-08-06;LU2655993207;VALID;UNCHANGED_VALID;ISO 6166 checksum;2026-08-06;;;;;;;;;VALID;;;EWLD;Euronext Paris;XPAR;EUR;FINAL_VALIDATED;100;https://www.boursorama.com/bourse/trackers/cours/1rTEWLD/;OFFICIAL_OR_MARKET_PAGE;2026-08-06;EWLD.PA;DERIVED_FORMAT_REQUIRES_LIVE_TEST;IDENTITY_FINAL_VALIDATED;2026-08-06;EWLD.PA;EWLD;XPAR;40.58400001525879;40.26237991333008;38.84553001403808;37.49260583877563;64.54416273695577;0.2500993819147723;0.15357878883015352;0.0965205930846188;0.3592861720493862;40.58400001525879;41.46375821222179;39.704241818295785;0.08445919623517678;10.815866761210192;10.135469530060288;-6.637764022114068;1.6466011458717178;6.482677559666161;12.996202186142591;True;41.36000061035156;1355.0;-0.311
LU1681038672;Amundi IS Russell 2000 ETF-C EUR;ETF;PEA_LISTED_LMF;HIGH_LISTED_LESMEILLEURSFONDS;Amundi;Luxembourg;Europe;Actions Etats-Unis Petites Cap.;Actions Etats-Unis Petites Cap.;USA;Small_Cap;ACC;SYNTHETIC;0.0;OK;;33.35268961111662;56.726994094994176;41.38134964894207;;;;CATEGORY_ONLY_FROM_LMF_PERF_MISSING;2025-02-19;lesmeilleursfonds_screenshots_oct2025;2026-07-31;"Listed on lesmeilleursfonds PEA ETF universe (data Oct 2025; confirm eligibility with broker)";Enriched replication 100% from justetf.com/amundietf.fr + perfs Boursorama/JustETF/BorsaItaliana/Investing.com (free) + obligations identified (no perf);2026-07-31;;LU1681038672.PA;XPAR_CANDIDATE;EUR;CANDIDATE_NOT_VERIFIED;;;;;;;;ISIN.PA is only a technical Yahoo candidate and must not be used until verified.;2026-08-06;LU1681038672;VALID;UNCHANGED_VALID;ISO 6166 checksum;2026-08-06;;;;;;;;;VALID;;;RS2K;Euronext Paris;XPAR;EUR;FINAL_VALIDATED;100;https://www.boursorama.com/bourse/trackers/cours/1rTRS2K/;OFFICIAL_OR_MARKET_PAGE;2026-08-06;RS2K.PA;DERIVED_FORMAT_REQUIRES_LIVE_TEST;IDENTITY_FINAL_VALIDATED;2026-08-06;RS2K.PA;RS2K;XPAR;389.156999206543;387.7557769775391;368.47522705078126;347.61644653320315;52.65510615051189;0.8121837418434552;0.45957004984459787;0.35261369199885734;4.792859758649554;389.156999206543;396.7910743416198;381.5229240714662;0.00793673290059242;12.789486385714333;15.67870584250019;-8.422922285978629;0.22533605243213461;7.698248282824083;15.321522557506452;True;391.4100036621094;14.0;10.506
FR0010655746;Amundi Ibex 35 ETF Acc;ETF;PEA_LISTED_LMF;HIGH_LISTED_LESMEILLEURSFONDS;Amundi;France;Europe;Actions Espagne;Actions Espagne;Spain;Blend_or_Broad;ACC;PHYSICAL_FULL;0.0;OK;;38.75382057610472;44.4;56.21;;;;CATEGORY_ONLY_FROM_LMF_PERF_MISSING;2026-05-27;lesmeilleursfonds_screenshots_oct2025;2026-07-31;"Listed on lesmeilleursfonds PEA ETF universe (data Oct 2025; confirm eligibility with broker)";Enriched replication 100% from justetf.com/amundietf.fr + perfs Boursorama/JustETF/BorsaItaliana/Investing.com (free) + obligations identified (no perf);2026-07-31;;FR0010655746.PA;XPAR_CANDIDATE;EUR;CANDIDATE_NOT_VERIFIED;;;;;;;;ISIN.PA is only a technical Yahoo candidate and must not be used until verified.;2026-08-06;FR0010655746;VALID;UNCHANGED_VALID;ISO 6166 checksum;2026-08-06;;;;;;;;;VALID;;;CS1;Euronext Paris;XPAR;EUR;FINAL_VALIDATED;100;https://www.boursorama.com/bourse/trackers/cours/1rTCS1/;OFFICIAL_OR_MARKET_PAGE;2026-08-06;CS1.PA;DERIVED_FORMAT_REQUIRES_LIVE_TEST;IDENTITY_FINAL_VALIDATED;2026-08-06;CS1.PA;CS1;XPAR;507.3975036621094;496.97200256347656;474.9210009765625;454.46736877441407;70.76546405587399;6.698361534193566;5.520756810465116;1.1776047237284502;6.4428558349609375;507.3975036621094;524.9321732444347;489.86283407978414;0.023158333526319443;14.352373027543589;15.871778912552973;-10.005321979776472;4.086107135979189;15.428828305094576;13.435430712171614;False;522.2000122070312;50.0;15.907
LU2182388582;Amundi MSCI EMU Clmt Paris Algd ETF Acc;ETF;PEA_LISTED_LMF;HIGH_LISTED_LESMEILLEURSFONDS;Amundi;Luxembourg;Europe;Actions Zone Euro Grandes Cap.;Actions Zone Euro Grandes Cap.;Eurozone;ESG_Climate;ACC;PHYSICAL_FULL;0.0;OK;;18.659470597187912;48.570561465294105;42.524335147536306;;;;CATEGORY_ONLY_FROM_LMF_PERF_MISSING;2026-05-27;lesmeilleursfonds_screenshots_oct2025;2026-07-31;"Listed on lesmeilleursfonds PEA ETF universe (data Oct 2025; confirm eligibility with broker)";Enriched replication 100% from justetf.com/amundietf.fr + perfs Boursorama/JustETF/BorsaItaliana/Investing.com (free) + obligations identified (no perf);2026-07-31;;LU2182388582.PA;XPAR_CANDIDATE;EUR;CANDIDATE_NOT_VERIFIED;;;;;;;;ISIN.PA is only a technical Yahoo candidate and must not be used until verified.;2026-08-06;LU2182388582;VALID;UNCHANGED_VALID;ISO 6166 checksum;2026-08-06;;;;;;;;;VALID;;;PABZ;Euronext Paris;XPAR;EUR;FINAL_VALIDATED;100;https://www.boursorama.com/bourse/trackers/cours/1rTPABZ/;OFFICIAL_OR_MARKET_PAGE;2026-08-06;PABZ.PA;DERIVED_FORMAT_REQUIRES_LIVE_TEST;IDENTITY_FINAL_VALIDATED;2026-08-06;PABZ.PA;PABZ;XPAR;94.38650016784668;94.12300003051757;90.46649971008301;88.20644962310791;68.57467262518935;0.6270716556975202;0.3316494643825677;0.2954221913149525;0.967857905796596;94.38650016784668;96.74761676729744;92.02538356839591;0.2515952597994531;11.908109606430498;13.437073206877038;-11.053328355120895;2.437476724121068;10.078585980611376;8.802349894833883;True;96.66000366210938;1104.0;-4.187
LU0908501058;Amundi MSCI EMU ESG Brd Trnstn ETF ACC;ETF;PEA_LISTED_LMF;HIGH_LISTED_LESMEILLEURSFONDS;Amundi;Luxembourg;Europe;Actions Zone Euro Grandes Cap.;Actions Zone Euro Grandes Cap.;Eurozone;ESG_Climate;ACC;PHYSICAL_FULL;;ACC_NO_DISTRIBUTION_EXPECTED;;23.015615291074056;54.01;65.04;;;;CATEGORY_ONLY_FROM_LMF_PERF_MISSING;2026-05-27;lesmeilleursfonds_screenshots_oct2025;2026-07-31;"Listed on lesmeilleursfonds PEA ETF universe (data Oct 2025; confirm eligibility with broker)";Enriched replication 100% from justetf.com/amundietf.fr + perfs Boursorama/JustETF/BorsaItaliana/Investing.com (free) + obligations identified (no perf);2026-07-31;;LU0908501058.PA;XPAR_CANDIDATE;EUR;CANDIDATE_NOT_VERIFIED;;;;;;;;ISIN.PA is only a technical Yahoo candidate and must not be used until verified.;2026-08-06;LU0908501058;VALID;UNCHANGED_VALID;ISO 6166 checksum;2026-08-06;;;;;;;;;VALID;;;MFED;Euronext Paris;XPAR;EUR;FINAL_VALIDATED;100;https://www.boursorama.com/bourse/trackers/cours/1rTMFED/;OFFICIAL_OR_MARKET_PAGE;2026-08-06;MFED.PA;DERIVED_FORMAT_REQUIRES_LIVE_TEST;IDENTITY_FINAL_VALIDATED;2026-08-06;MFED.PA;MFED;XPAR;368.98999938964846;367.58;353.8050003051758;342.739250793457;70.26627072015255;2.6615545021218736;1.487075589515093;1.1744789126067805;3.61785888671875;368.98999938964846;378.39663120124624;359.5833675780507;0.010684767920555609;11.315482748159205;13.490749955334536;-10.62260189651325;2.8699639874320004;9.576930515340276;9.22876388298528;False;378.1499938964844;17.0;0.169
LU2059756325;Amundi MSCI EMU ESG Sel ETF DR EUR (D);ETF;PEA_LISTED_LMF;HIGH_LISTED_LESMEILLEURSFONDS;Amundi;Luxembourg;Europe;Actions Zone Euro Grandes Cap.;Actions Zone Euro Grandes Cap.;Eurozone;ESG_Climate;DIST;PHYSICAL_FULL;1.97;DIST_YIELD_NOT_FETCHED;;30.81652605478378;63.34701179015347;62.6;;;;CATEGORY_ONLY_FROM_LMF_PERF_MISSING;2026-05-27;lesmeilleursfonds_screenshots_oct2025;2026-07-31;"Listed on lesmeilleursfonds PEA ETF universe (data Oct 2025; confirm eligibility with broker)";Enriched replication 100% from justetf.com/amundietf.fr + perfs Boursorama/JustETF/BorsaItaliana/Investing.com (free) + obligations identified (no perf);2026-07-31;;LU2059756325.PA;XPAR_CANDIDATE;EUR;CANDIDATE_NOT_VERIFIED;;;;;;;;ISIN.PA is only a technical Yahoo candidate and must not be used until verified.;2026-08-06;LU2059756325;VALID;UNCHANGED_VALID;ISO 6166 checksum;2026-08-06;;;;;;;;;VALID;;;CMUD;Euronext Paris;XPAR;EUR;FINAL_VALIDATED;100;https://live.euronext.com/en/product/etfs/LU2059756325-XPAR/market-information;OFFICIAL_OR_MARKET_PAGE;2026-08-06;CMUD.PA;CONFIRMED_BY_LISTING_SOURCE;IDENTITY_FINAL_VALIDATED;2026-08-06;CMUD.PA;CMUD;XPAR;85.22000045776367;84.98392013549805;80.23459983825684;75.91653343200683;66.96661211032998;0.5363133711125272;0.30216228543753254;0.23415108567499465;0.7185712541852679;85.22000045776367;87.13665264954244;83.30334826598491;0.2750455373406193;11.707193225867606;13.080951501399152;-10.554311869684174;2.1446171238551193;11.301246813210275;17.531260776562707;True;87.16000366210938;151.0;7.97
LU1602144575;Amundi MSCI EMU ESG Sel ETF DR EUR C;ETF;PEA_LISTED_LMF;HIGH_LISTED_LESMEILLEURSFONDS;Amundi;Luxembourg;Europe;Actions Zone Euro Grandes Cap.;Actions Zone Euro Grandes Cap.;Eurozone;ESG_Climate;ACC;PHYSICAL_FULL;0.0;OK;;31.285345564120924;63.4944727986976;64.59091010091443;;;;CATEGORY_ONLY_FROM_LMF_PERF_MISSING;2026-05-27;lesmeilleursfonds_screenshots_oct2025;2026-07-31;"Listed on lesmeilleursfonds PEA ETF universe (data Oct 2025; confirm eligibility with broker)";Enriched replication 100% from justetf.com/amundietf.fr + perfs Boursorama/JustETF/BorsaItaliana/Investing.com (free) + obligations identified (no perf);2026-07-31;;LU1602144575.PA;XPAR_CANDIDATE;EUR;CANDIDATE_NOT_VERIFIED;;;;;;;;ISIN.PA is only a technical Yahoo candidate and must not be used until verified.;2026-08-06;LU1602144575;VALID;UNCHANGED_VALID;ISO 6166 checksum;2026-08-06;;;;;;;;;VALID;;;CMU;Euronext Paris;XPAR;EUR;FINAL_VALIDATED;100;https://www.boursorama.com/bourse/trackers/cours/1rTCMU/;OFFICIAL_OR_MARKET_PAGE;2026-08-06;CMU.PA;DERIVED_FORMAT_REQUIRES_LIVE_TEST;IDENTITY_FINAL_VALIDATED;2026-08-06;CMU.PA;CMU;XPAR;419.83250122070314;418.5760009765625;395.2084994506836;373.908916015625;68.0;2.6623836004632153;1.4930626061650034;1.169320994298212;4.135713849748884;419.83250122070314;429.33248598520584;410.33251645620044;0.0007972097658196312;11.507395604832132;13.207069255752646;-10.629762990352054;2.213228825035518;11.16862772481051;17.333701495140442;True;429.5;2.0;8.439
